Region,Year,Season,ACI_Combined_Seasonal_Smoothed,ACI_Combined_Seasonal_Unsmoothed,CDD_Seasonal_Smoothed,CDD_Seasonal_Unsmoothed,CDD_Seasonal_Unsmoothed_Unstandardized,Rx5Day_Seasonal_Smoothed,Rx5Day_Seasonal_Unsmoothed,Rx5Day_Seasonal_Unsmoothed_Unstandardized,Sea_Level_Seasonal_Smoothed,Sea_Level_Seasonal_Unsmoothed,Sea_Level_Seasonal_Unsmoothed_Unstandardized,T10_Seasonal_Smoothed,T10_Seasonal_Unsmoothed,T10_Seasonal_Unsmoothed_Unstandardized,T90_Seasonal_Smoothed,T90_Seasonal_Unsmoothed,T90_Seasonal_Unsmoothed_Unstandardized,WP90_Seasonal_Smoothed,WP90_Seasonal_Unsmoothed,WP90_Seasonal_Unsmoothed_Unstandardized
CAR,1998,1,0.43,0.49,,,,-0.23,-0.63,8.11,,,,-0.65,-1.47,3.04,0.47,0.96,15.24,0.84,0.16,10.48
CEA,1998,1,0.31,1.42,-0.75,-0.5,15.86,0.19,1.39,46.9,1.89,1.89,7155.28,-0.39,-1.99,1.43,-0.11,1.57,16.17,0.22,-0.39,8.94
CWP,1998,1,0.29,0.53,-0.91,-2.01,30.58,1.16,0.25,50.25,0.9,0.9,7343.27,-0.41,-1.22,3.11,0.32,0.21,10.78,-0.12,0.54,11.88
MID,1998,1,-0.23,0.45,-0.68,-1.09,20.94,0.13,0.59,28.44,,,,0.24,-1.8,0.89,-0.45,2.03,17.87,0.1,-1.1,7.22
NEA,1998,1,0.15,1.23,-0.87,0.24,15.69,-0.12,1.15,48.47,1.58,1.58,7128.33,-0.3,-1.86,3.19,0.15,1.29,14.4,-0.17,-0.11,9.71
NEF,1998,1,-0.03,0.58,-0.83,-0.9,16.1,0.35,0.05,26.19,0.29,0.29,6976.53,-0.16,-2.35,1.74,-0.09,2.8,18.47,-0.04,-2.01,6.52
NPL,1998,1,-0.33,0.0,-0.4,-0.21,30.43,0.2,-0.74,10.86,-1.67,-1.67,6960.0,-0.02,-1.52,2.3,-0.16,1.8,20.04,0.02,-0.58,8.36
NWP,1998,1,0.26,0.69,-0.46,-1.13,21.06,0.56,-0.4,42.74,0.3,0.3,7303.41,-0.58,-1.23,2.6,0.6,1.08,15.96,-0.02,0.2,10.41
SEA,1998,1,0.24,0.96,-1.27,-1.03,20.18,0.36,1.91,76.28,1.55,1.55,7083.15,-0.19,-1.6,3.02,-0.13,0.1,10.4,0.76,0.87,11.71
SPL,1998,1,0.21,0.47,-0.99,-1.84,34.07,0.59,2.08,28.1,1.6,1.6,7087.33,0.08,-1.68,2.61,-0.13,0.23,10.78,0.26,-0.93,8.21
SWP,1998,1,0.41,0.69,-0.05,-1.3,59.15,0.32,1.01,38.02,1.25,1.25,7235.21,-0.54,-1.18,5.13,0.62,-0.4,8.24,-0.2,-0.08,9.72
CAN,1998,1,0.13,0.82,-0.87,-0.96,22.69,0.55,-0.33,26.26,0.17,0.17,7168.85,-0.39,-2.08,2.34,0.1,2.1,17.51,0.42,-0.47,9.15
USA,1998,1,0.38,1.1,-0.76,-1.75,35.01,0.73,2.0,37.79,1.46,1.46,7170.78,-0.46,-2.21,3.02,0.19,0.28,10.78,0.21,-0.43,9.41
USC,1998,1,0.36,1.17,-0.85,-1.76,31.92,0.88,1.87,34.0,1.09,1.09,7170.37,-0.48,-2.28,2.69,0.17,1.35,13.86,0.41,-0.73,9.28
ALA,1998,2,-0.09,0.54,0.37,2.12,44.21,-0.16,0.68,21.79,-1.94,-1.94,6872.33,-0.68,-1.08,1.82,0.67,2.19,22.84,-0.14,-0.02,9.95
CAR,1998,2,0.44,1.22,,,,-0.3,-1.48,7.38,,,,-0.7,-1.78,2.35,0.54,3.55,24.84,0.84,1.01,12.55
CEA,1998,2,0.35,1.01,-0.69,-0.35,16.13,0.22,0.67,49.28,1.96,1.96,7163.98,-0.49,-1.7,5.04,0.0,1.81,17.03,0.11,-1.19,7.19
CWP,1998,2,0.24,-0.15,-0.94,-1.69,32.88,1.13,1.26,39.58,0.84,0.84,7032.6,-0.35,-0.51,7.72,0.3,0.44,11.76,-0.24,-2.27,4.9
MID,1998,2,-0.16,0.69,-0.67,-0.74,21.85,0.23,1.79,53.54,,,,0.14,-1.16,6.09,-0.37,0.43,11.91,0.17,0.82,12.23
NEA,1998,2,0.19,0.69,-0.85,-0.2,14.96,-0.13,0.32,45.0,1.64,1.64,7048.33,-0.38,-1.32,3.99,0.23,1.95,19.19,-0.16,-1.49,6.9
NEF,1998,2,0.04,0.83,-0.8,-0.56,16.67,0.47,1.86,40.54,0.32,0.32,7418.33,-0.27,-1.77,4.68,0.01,1.75,17.82,-0.05,-0.94,8.09
NPL,1998,2,-0.34,-0.16,-0.42,0.01,31.24,0.18,-0.63,16.69,-1.64,-1.64,6926.67,-0.03,-1.14,4.82,-0.17,0.81,14.54,-0.03,-1.15,7.34
NWP,1998,2,0.23,0.61,-0.47,-0.67,22.14,0.47,0.17,33.38,0.23,0.23,7013.59,-0.58,-1.46,2.8,0.62,2.88,21.92,-0.04,-0.82,8.32
SEA,1998,2,0.3,0.73,-1.23,-0.09,22.09,0.43,0.6,69.74,1.61,1.61,7125.99,-0.28,-0.32,8.94,0.01,0.93,12.47,0.72,0.37,11.07
SPL,1998,2,0.22,-0.04,-1.0,-1.32,35.7,0.51,-0.86,32.15,1.65,1.65,7208.89,0.08,-0.21,9.35,-0.05,0.21,10.53,0.29,-0.7,8.45
SWP,1998,2,0.4,0.06,-0.06,-1.34,58.88,0.37,1.38,29.55,1.25,1.25,7054.71,-0.43,0.57,11.83,0.59,-0.48,7.65,-0.18,-0.73,6.68
CAN,1998,2,0.14,0.85,-0.89,-0.48,23.42,0.57,1.04,29.96,0.17,0.17,7136.81,-0.44,-1.75,3.9,0.15,2.24,18.73,0.4,-0.44,9.37
USA,1998,2,0.41,0.65,-0.74,-1.39,35.98,0.79,1.29,40.49,1.48,1.48,7088.73,-0.46,-0.84,7.87,0.27,1.18,12.7,0.21,-0.63,8.88
USC,1998,2,0.39,0.79,-0.83,-1.35,32.82,0.93,1.37,37.35,1.11,1.11,7098.85,-0.5,-1.44,6.14,0.24,1.99,15.23,0.4,-0.84,9.12
ALA,1998,3,-0.08,0.06,0.51,2.08,44.01,-0.07,0.71,37.51,-2.02,-2.02,6817.0,-0.62,-0.25,8.32,0.54,-0.15,9.18,-0.06,0.77,11.99
CAR,1998,3,0.54,1.86,,,,-0.18,1.77,43.51,,,,-0.75,-2.07,3.85,0.67,2.53,18.74,0.92,1.08,11.65
CEA,1998,3,0.38,0.93,-0.61,-0.2,16.4,0.33,1.1,60.04,2.02,2.02,7154.15,-0.48,-1.19,6.7,-0.04,-0.12,9.07,0.12,0.36,10.85
CWP,1998,3,0.27,0.27,-0.96,-1.38,35.19,1.01,0.13,18.38,0.8,0.8,6950.47,-0.61,-1.98,3.77,0.43,0.95,13.28,-0.28,-0.44,8.58
MID,1998,3,-0.16,0.11,-0.63,-0.39,22.76,0.2,1.74,64.14,,,,0.09,-0.58,8.25,-0.36,-0.28,8.18,0.07,-1.1,6.94
NEA,1998,3,0.23,0.77,-0.86,-0.64,14.22,-0.11,-0.14,47.03,1.65,1.65,7045.0,-0.49,-1.72,4.89,0.29,0.63,12.53,-0.1,0.82,11.6
NEF,1998,3,0.05,0.13,-0.77,-0.21,17.25,0.47,0.19,45.87,0.3,0.3,6945.0,-0.3,-1.13,6.48,0.03,0.24,11.08,-0.04,-1.01,8.28
NPL,1998,3,-0.32,0.29,-0.45,0.23,32.04,0.11,1.56,43.8,-1.63,-1.63,7010.0,-0.21,-0.96,6.77,-0.04,0.86,13.63,-0.1,-0.18,9.64
NWP,1998,3,0.26,0.58,-0.48,-0.21,23.22,0.46,0.2,36.51,0.21,0.21,6969.89,-0.63,-1.87,4.41,0.72,2.19,17.27,0.04,0.65,11.5
SEA,1998,3,0.35,1.14,-1.15,0.86,24.0,0.48,-0.35,63.82,1.63,1.63,7103.55,-0.26,-1.12,5.98,0.07,2.56,21.79,0.8,1.52,14.05
SPL,1998,3,0.24,0.66,-0.96,-0.81,37.32,0.4,-0.46,39.98,1.68,1.68,7152.33,-0.07,-1.0,7.42,0.13,2.5,18.06,0.12,-0.12,9.71
SWP,1998,3,0.44,0.59,-0.07,-1.37,58.61,0.4,0.9,21.93,1.27,1.27,7116.58,-0.55,-0.71,7.73,0.7,1.23,13.12,-0.21,0.01,10.07
CAN,1998,3,0.17,0.76,-0.9,0.0,24.15,0.51,1.34,42.58,0.15,0.15,6969.31,-0.56,-1.83,5.83,0.26,1.36,13.76,0.44,0.29,10.34
USA,1998,3,0.44,0.84,-0.71,-1.03,36.94,0.77,0.85,42.47,1.5,1.5,7070.54,-0.58,-1.64,7.23,0.35,1.76,14.11,0.16,0.31,10.53
USC,1998,3,0.43,0.93,-0.8,-0.94,33.72,0.9,1.42,42.52,1.11,1.11,7049.23,-0.64,-2.02,6.69,0.34,1.89,13.97,0.38,0.39,10.44
ALA,1998,4,-0.12,-0.17,0.62,2.03,43.8,-0.2,-0.72,30.13,-2.0,-2.0,6968.74,-0.64,-1.46,3.17,0.47,-0.13,9.15,-0.23,-1.44,7.31
CAR,1998,4,0.61,1.53,,,,-0.16,-0.69,13.72,,,,-0.8,-1.79,2.59,0.83,3.02,20.58,0.95,2.0,14.83
CEA,1998,4,0.41,0.3,-0.52,-0.05,16.67,0.26,-1.31,37.56,2.06,2.06,7110.88,-0.61,-1.81,3.66,0.01,0.23,11.07,0.02,-0.36,8.76
CWP,1998,4,0.36,0.49,-0.96,-1.06,37.49,1.15,1.0,42.05,0.9,0.9,7038.0,-0.68,-1.07,3.95,0.53,1.19,14.32,-0.16,0.2,10.63
MID,1998,4,-0.11,0.7,-0.58,-0.04,23.67,0.18,0.15,45.25,,,,-0.07,-1.86,2.89,-0.18,1.73,16.49,-0.01,-0.21,9.32
NEA,1998,4,0.26,0.7,-0.88,-1.08,13.49,-0.06,1.12,54.62,1.76,1.76,7111.67,-0.58,-1.37,3.6,0.31,-0.52,8.11,-0.13,0.8,12.1
NEF,1998,4,0.08,0.18,-0.74,0.14,17.82,0.44,-1.16,34.13,0.25,0.25,6741.67,-0.46,-1.93,2.67,0.15,0.67,12.79,-0.06,0.48,10.95
NPL,1998,4,-0.3,0.1,-0.48,0.45,32.84,0.16,0.23,20.24,-1.67,-1.67,7013.33,-0.28,-1.28,3.35,0.1,1.31,15.32,-0.16,-0.67,8.29
NWP,1998,4,0.27,0.02,-0.48,0.24,24.3,0.48,-0.11,50.58,0.31,0.31,7019.89,-0.66,-1.25,3.63,0.68,0.21,10.96,-0.06,-1.08,7.43
SEA,1998,4,0.4,1.1,-1.03,1.81,25.91,0.45,0.17,60.37,1.65,1.65,7176.32,-0.35,-1.48,4.24,0.17,1.71,16.61,0.78,0.11,10.28
SPL,1998,4,0.37,1.89,-0.88,-0.3,38.95,0.55,2.71,55.48,1.84,1.84,7421.11,-0.23,-1.64,4.23,0.37,3.05,18.18,0.09,0.28,10.66
SWP,1998,4,0.48,0.34,-0.11,-1.41,58.34,0.46,0.73,27.52,1.24,1.24,7099.08,-0.6,-0.85,6.51,0.84,1.48,13.84,-0.17,0.04,10.17
CAN,1998,4,0.21,0.53,-0.91,0.48,24.88,0.55,-0.42,35.31,0.17,0.17,6938.27,-0.67,-2.02,3.09,0.39,1.47,14.0,0.41,0.82,11.31
USA,1998,4,0.52,1.1,-0.66,-0.67,37.9,0.84,1.45,44.12,1.57,1.57,7111.6,-0.73,-2.2,4.29,0.55,2.73,14.86,0.12,-0.18,9.7
USC,1998,4,0.51,1.03,-0.76,-0.53,34.63,0.97,1.24,41.53,1.18,1.18,7075.11,-0.78,-2.3,3.76,0.54,2.39,14.52,0.33,0.39,10.5
ALA,1999,1,-0.14,-0.48,0.72,1.86,43.08,-0.21,-0.9,17.73,-2.03,-2.03,6976.22,-0.55,0.68,14.54,0.41,-1.09,3.71,-0.3,-0.11,9.8
CAR,1999,1,0.66,0.61,,,,-0.15,-0.51,8.48,,,,-0.89,-1.47,3.02,0.87,0.2,11.64,1.01,1.28,13.77
CEA,1999,1,0.44,0.47,-0.42,0.1,16.95,0.16,-0.51,34.79,2.12,2.12,7049.34,-0.74,-1.18,5.11,0.16,2.28,19.0,-0.12,-2.31,3.76
CWP,1999,1,0.4,0.88,-0.95,-0.75,39.74,1.25,2.23,71.38,0.94,0.94,7160.47,-0.66,-0.48,7.2,0.53,0.21,10.79,-0.02,2.45,18.78
MID,1999,1,-0.02,1.06,-0.51,0.36,24.69,0.2,0.1,25.35,,,,-0.16,-1.07,4.67,-0.03,2.43,19.44,0.08,1.33,13.41
NEA,1999,1,0.29,0.08,-0.92,-1.27,13.16,-0.12,-0.38,38.95,1.8,1.8,7038.33,-0.76,-1.38,5.06,0.38,1.26,14.29,-0.18,-1.09,7.06
NEF,1999,1,0.15,0.55,-0.7,0.59,18.57,0.47,-0.08,25.82,0.19,0.19,6649.0,-0.65,-1.44,5.09,0.32,2.62,17.95,-0.02,0.57,10.95
NPL,1999,1,-0.26,0.38,-0.5,0.55,33.18,0.16,0.08,12.34,-1.65,-1.65,6963.33,-0.37,-1.4,2.92,0.14,0.38,12.4,-0.06,1.62,14.72
NWP,1999,1,0.28,0.25,-0.48,0.29,24.4,0.51,1.17,51.83,0.34,0.34,7117.67,-0.69,-0.85,4.99,0.65,-0.51,7.66,-0.07,-0.68,8.57
SEA,1999,1,0.45,1.21,-0.87,2.36,27.02,0.44,0.35,60.26,1.71,1.71,7072.58,-0.39,-1.09,5.3,0.3,2.25,20.24,0.72,-0.91,8.25
SPL,1999,1,0.45,1.39,-0.77,0.2,40.54,0.59,1.1,24.07,1.89,1.89,7130.89,-0.27,-1.26,4.5,0.51,2.29,17.2,0.2,1.35,12.65
SWP,1999,1,0.48,-0.16,-0.16,-1.3,59.17,0.48,-0.14,27.46,1.17,1.17,6992.13,-0.59,-0.69,7.08,0.91,1.01,14.34,-0.12,-0.02,9.95
CAN,1999,1,0.26,0.65,-0.92,0.72,25.24,0.58,0.7,28.69,0.16,0.16,6956.6,-0.8,-1.59,4.24,0.46,0.86,13.26,0.47,1.05,11.9
USA,1999,1,0.58,0.85,-0.61,-0.29,38.93,0.87,0.7,33.09,1.61,1.61,7049.12,-0.75,-1.02,6.84,0.67,1.92,15.02,0.17,0.66,10.95
USC,1999,1,0.57,0.92,-0.71,-0.14,35.49,1.01,0.91,31.63,1.2,1.2,7029.64,-0.86,-1.38,5.66,0.64,1.49,14.23,0.42,1.42,11.42
ALA,1999,2,-0.17,-0.54,0.81,1.45,41.3,-0.28,-0.67,17.23,-2.1,-2.1,6854.07,-0.55,-0.28,7.85,0.34,-0.35,7.69,-0.34,-0.77,7.88
CAR,1999,2,0.63,0.73,,,,-0.26,-0.4,10.62,,,,-0.88,-1.04,5.67,0.87,1.41,16.13,1.01,0.89,12.25
CEA,1999,2,0.47,0.51,-0.33,0.25,17.22,0.12,-0.8,38.42,2.17,2.17,7092.62,-0.79,-1.81,4.74,0.21,0.05,10.19,-0.12,-0.08,9.83
CWP,1999,2,0.38,-0.27,-0.95,-0.45,41.87,1.27,0.52,34.3,0.96,0.96,6996.4,-0.54,0.77,12.19,0.4,-0.68,6.79,0.04,-0.43,9.06
MID,1999,2,0.03,0.6,-0.41,0.84,25.94,0.23,0.26,44.4,,,,-0.2,-1.62,4.56,-0.04,-0.55,7.75,0.19,0.84,12.29
NEA,1999,2,0.33,1.0,-0.94,-0.98,13.65,-0.24,-0.4,39.01,1.87,1.87,7048.33,-0.84,-1.66,2.42,0.52,2.34,20.97,-0.06,1.17,12.45
NEF,1999,2,0.2,0.61,-0.61,1.26,19.66,0.5,-0.29,31.48,0.15,0.15,6991.67,-0.72,-2.24,3.26,0.42,1.07,14.87,0.01,0.47,11.0
NPL,1999,2,-0.25,0.53,-0.51,0.38,32.59,0.26,1.59,22.47,-1.67,-1.67,6810.0,-0.37,-1.15,4.78,0.11,0.07,10.61,-0.04,1.86,14.32
NWP,1999,2,0.23,0.01,-0.5,-0.49,22.57,0.45,0.45,34.42,0.36,0.36,6994.7,-0.64,-0.08,9.43,0.51,-0.4,8.41,-0.09,0.17,10.37
SEA,1999,2,0.48,0.58,-0.7,2.13,26.55,0.37,-1.31,49.31,1.76,1.76,7113.77,-0.4,-0.92,7.23,0.28,-0.43,8.14,0.75,0.13,10.38
SPL,1999,2,0.49,0.76,-0.64,0.68,42.07,0.64,1.17,40.17,1.95,1.95,7239.67,-0.27,-0.77,7.57,0.44,-0.83,7.3,0.27,0.14,10.34
SWP,1999,2,0.47,-0.1,-0.18,-0.91,62.21,0.52,0.81,26.07,1.18,1.18,6991.67,-0.52,0.39,11.17,0.84,-0.61,7.07,-0.06,0.12,10.59
CAN,1999,2,0.26,0.62,-0.92,0.47,24.86,0.59,0.7,29.25,0.13,0.13,6985.56,-0.81,-1.35,5.31,0.47,0.79,13.21,0.49,1.34,11.99
USA,1999,2,0.59,0.23,-0.53,0.14,40.1,0.87,0.05,36.29,1.64,1.64,7047.29,-0.73,-0.77,8.03,0.58,-0.9,7.62,0.24,0.05,10.11
USC,1999,2,0.59,0.5,-0.64,0.21,36.27,1.01,0.19,34.21,1.21,1.21,7034.3,-0.86,-1.17,6.85,0.59,0.03,10.08,0.5,0.97,11.04
ALA,1999,3,-0.17,0.01,0.89,1.04,39.53,-0.24,0.32,35.01,-2.14,-2.14,6836.19,-0.55,-0.78,6.37,0.31,1.26,14.28,-0.4,-0.35,9.12
CAR,1999,3,0.62,1.27,,,,-0.16,1.33,39.12,,,,-0.83,-0.35,8.9,0.79,1.34,14.72,1.02,2.06,13.14
CEA,1999,3,0.5,0.85,-0.23,0.4,17.5,0.02,-1.01,43.19,2.26,2.26,7129.24,-0.8,-1.56,5.73,0.29,2.32,18.58,-0.15,-0.57,8.74
CWP,1999,3,0.37,-0.18,-0.96,-0.16,44.0,1.32,-0.35,16.07,0.98,0.98,6944.67,-0.43,0.62,11.3,0.37,-0.3,8.53,0.09,0.18,10.62
MID,1999,3,0.09,0.68,-0.3,1.33,27.19,0.24,0.38,56.06,,,,-0.26,-0.76,7.79,0.02,0.69,13.29,0.24,0.25,10.7
NEA,1999,3,0.35,0.77,-0.94,-0.68,14.14,-0.21,-0.67,42.6,1.93,1.93,7045.0,-0.87,-2.06,3.89,0.61,2.21,18.82,-0.16,-0.57,8.9
NEF,1999,3,0.22,0.71,-0.46,1.92,20.76,0.48,1.58,50.34,0.05,0.05,6666.33,-0.77,-1.51,5.35,0.52,1.47,16.1,-0.02,-0.82,8.61
NPL,1999,3,-0.25,-0.39,-0.52,0.22,31.99,0.3,0.45,37.96,-1.66,-1.66,6993.33,-0.31,0.6,11.95,0.11,-0.48,8.23,-0.03,-0.14,9.72
NWP,1999,3,0.22,0.11,-0.55,-1.27,20.74,0.54,1.11,40.83,0.43,0.43,7038.41,-0.52,0.52,11.06,0.43,0.42,11.45,-0.07,0.52,11.21
SEA,1999,3,0.52,1.22,-0.51,1.89,26.08,0.29,-0.2,64.9,1.82,1.82,7146.92,-0.43,-0.83,6.89,0.39,1.79,17.92,0.72,0.67,11.8
SPL,1999,3,0.54,0.78,-0.49,1.16,43.59,0.73,0.55,44.31,2.0,2.0,7167.11,-0.25,-0.23,9.21,0.44,0.31,10.48,0.3,0.35,10.9
SWP,1999,3,0.46,0.23,-0.19,-0.53,65.25,0.71,2.16,25.7,1.17,1.17,7066.17,-0.37,0.79,11.41,0.68,-0.51,7.84,-0.02,0.57,12.39
CAN,1999,3,0.27,0.44,-0.89,0.21,24.48,0.66,1.31,42.49,0.09,0.09,6919.73,-0.77,-0.52,8.71,0.51,0.98,12.74,0.48,0.68,10.79
USA,1999,3,0.62,0.81,-0.44,0.58,41.27,0.93,0.68,42.06,1.71,1.71,7067.22,-0.68,-0.64,8.66,0.59,1.06,12.25,0.26,0.51,10.87
USC,1999,3,0.62,0.79,-0.55,0.57,37.05,1.1,1.21,42.15,1.23,1.23,7036.17,-0.81,-0.68,8.67,0.62,1.22,12.45,0.51,0.76,10.83
ALA,1999,4,-0.17,-0.37,0.95,0.63,37.76,-0.24,0.28,35.1,-2.16,-2.16,7001.19,-0.59,-0.87,5.91,0.31,-1.06,4.32,-0.47,-1.13,7.89
CAR,1999,4,0.6,0.37,,,,-0.22,-0.49,15.04,,,,-0.84,-1.31,4.64,0.8,-0.12,9.93,0.99,0.8,11.93
CEA,1999,4,0.56,1.3,-0.14,0.56,17.77,0.16,2.0,66.74,2.3,2.3,7100.88,-0.82,-1.45,4.88,0.35,1.28,15.6,-0.12,1.29,14.46
CWP,1999,4,0.38,0.45,-0.98,0.13,46.13,1.27,0.27,35.57,0.94,0.94,6976.0,-0.46,-0.58,6.6,0.46,1.39,15.07,0.15,1.14,13.46
MID,1999,4,0.11,0.52,-0.16,1.81,28.44,0.18,-1.08,34.57,,,,-0.24,-0.92,6.42,0.06,0.77,12.92,0.2,0.2,10.69
NEA,1999,4,0.37,1.17,-0.93,-0.39,14.63,-0.06,3.06,67.69,1.91,1.91,7061.67,-0.87,-0.79,6.3,0.67,2.3,19.47,-0.21,-0.07,9.82
NEF,1999,4,0.26,0.85,-0.26,2.59,21.85,0.55,1.54,46.6,0.04,0.04,6743.67,-0.76,-1.24,5.25,0.52,1.34,15.26,-0.07,-0.68,8.68
NPL,1999,4,-0.26,-0.11,-0.52,0.05,31.4,0.26,-0.72,16.35,-1.68,-1.68,7076.67,-0.29,-0.78,6.0,0.13,0.59,12.53,-0.07,0.21,10.57
NWP,1999,4,0.22,-0.15,-0.62,-2.05,18.91,0.53,0.5,53.34,0.43,0.43,6990.26,-0.53,-0.8,5.92,0.47,-0.22,9.18,-0.01,1.16,12.79
SEA,1999,4,0.57,1.03,-0.31,1.66,25.6,0.3,0.28,61.46,1.87,1.87,7234.9,-0.41,-0.61,7.55,0.44,0.2,10.41,0.71,0.79,11.97
SPL,1999,4,0.54,0.47,-0.33,1.64,45.12,0.63,-1.45,25.04,1.99,1.99,7262.56,-0.23,-0.79,7.31,0.51,0.99,12.58,0.19,-0.79,8.18
SWP,1999,4,0.46,-0.02,-0.17,-0.14,68.29,0.59,-1.7,13.19,1.14,1.14,7060.17,-0.43,-0.99,5.97,0.84,1.95,15.14,-0.05,-0.69,7.16
CAN,1999,4,0.27,0.39,-0.86,-0.04,24.1,0.7,1.08,38.86,0.07,0.07,6923.06,-0.76,-1.28,5.63,0.53,0.96,12.69,0.45,0.55,10.89
USA,1999,4,0.64,0.52,-0.33,1.01,42.44,0.84,-1.04,33.59,1.72,1.72,7107.21,-0.7,-1.31,6.56,0.71,1.15,11.98,0.2,-0.18,9.7
USC,1999,4,0.63,0.51,-0.45,0.92,37.83,1.02,-0.73,35.14,1.23,1.23,7068.45,-0.81,-1.41,6.17,0.7,1.18,12.25,0.45,0.22,10.29
ALA,2000,1,-0.14,0.17,1.01,0.47,37.1,-0.1,2.5,30.11,-2.2,-2.2,6959.19,-0.57,-0.29,8.64,0.32,-0.2,9.21,-0.44,0.13,10.36
CAR,2000,1,0.63,0.83,,,,-0.23,-0.9,7.28,,,,-0.86,-1.61,2.3,0.83,0.92,15.06,1.04,1.7,15.02
CEA,2000,1,0.59,0.61,-0.06,0.57,17.79,0.15,-0.51,34.78,2.29,2.29,6975.03,-0.83,-1.24,4.82,0.37,1.63,16.42,-0.06,0.28,10.77
CWP,2000,1,0.35,0.37,-0.99,0.36,47.74,1.24,0.72,55.25,0.87,0.87,7113.07,-0.5,-1.44,1.85,0.36,-0.26,8.8,0.13,-0.11,9.55
MID,2000,1,0.17,1.06,-0.02,1.84,28.53,0.21,0.13,25.52,,,,-0.25,-1.54,2.23,0.14,1.94,17.55,0.25,-0.18,9.57
NEA,2000,1,0.43,0.67,-0.92,-0.32,14.74,-0.04,0.45,44.13,2.0,2.0,7068.33,-0.91,-1.7,3.78,0.75,1.44,14.89,-0.15,-0.63,8.3
NEF,2000,1,0.3,1.14,-0.05,2.64,21.95,0.48,-0.84,23.51,-0.03,-0.03,6742.33,-0.79,-1.89,3.43,0.58,2.47,17.51,0.05,1.64,12.78
NPL,2000,1,-0.24,0.18,-0.51,-0.01,31.16,0.25,-0.95,10.48,-1.67,-1.67,6936.67,-0.32,-1.72,1.22,0.15,1.13,16.43,0.0,1.16,13.38
NWP,2000,1,0.21,-0.33,-0.7,-2.42,18.04,0.52,-0.54,41.92,0.36,0.36,7061.74,-0.55,-1.24,2.55,0.45,-0.02,10.23,0.05,0.19,10.39
SEA,2000,1,0.58,0.4,-0.1,1.77,25.82,0.24,-1.25,43.89,1.85,1.85,7012.31,-0.41,-1.36,4.12,0.47,0.65,12.91,0.62,-1.09,7.91
SPL,2000,1,0.6,1.43,-0.16,1.95,46.12,0.62,0.08,19.92,2.02,2.02,7085.56,-0.25,-1.86,1.82,0.55,2.3,17.23,0.32,0.85,11.67
SWP,2000,1,0.44,0.34,-0.15,0.19,70.84,0.53,-0.32,25.84,1.03,1.03,7011.63,-0.45,-1.84,2.45,0.84,1.45,16.26,-0.04,-0.32,8.79
CAN,2000,1,0.29,0.47,-0.82,-0.23,23.8,0.66,-0.92,24.88,-0.01,-0.01,6954.52,-0.8,-2.03,2.54,0.56,1.41,15.17,0.54,1.58,12.86
USA,2000,1,0.66,0.78,-0.2,1.35,43.35,0.8,-0.18,29.87,1.67,1.67,7002.64,-0.72,-2.06,3.5,0.74,1.78,14.68,0.25,-0.14,9.82
USC,2000,1,0.66,0.92,-0.33,1.19,38.44,0.97,-0.47,28.23,1.17,1.17,6992.51,-0.84,-2.16,3.07,0.73,1.74,14.92,0.57,1.33,11.33
ALA,2000,2,-0.16,-0.43,1.07,0.84,38.67,-0.14,-0.08,19.25,-2.19,-2.19,6883.52,-0.59,-0.43,6.74,0.19,-0.53,6.58,-0.47,-0.65,8.2
CAR,2000,2,0.58,-0.09,,,,-0.27,-1.44,7.49,,,,-0.87,-0.77,6.84,0.75,0.42,12.1,0.98,-0.12,9.71
CEA,2000,2,0.65,1.01,-0.04,0.29,17.29,0.29,1.26,53.67,2.35,2.35,7099.81,-0.85,-1.54,5.49,0.47,1.27,14.94,-0.02,-0.27,9.37
CWP,2000,2,0.33,0.06,-0.97,0.44,48.32,1.16,0.17,31.82,0.81,0.81,6978.47,-0.53,-1.57,4.01,0.38,0.2,10.73,0.06,-1.86,5.82
MID,2000,2,0.2,0.64,0.05,0.99,26.32,0.14,-0.66,38.88,,,,-0.34,-1.55,4.79,0.2,0.84,13.65,0.29,0.48,11.31
NEA,2000,2,0.47,0.31,-0.9,-0.71,14.1,0.0,0.15,43.59,2.1,2.1,7028.33,-0.93,-0.9,5.88,0.81,0.67,13.28,-0.1,-0.98,7.97
NEF,2000,2,0.38,0.89,0.08,1.49,20.04,0.53,0.89,36.46,0.0,0.0,7161.67,-0.83,-1.64,5.08,0.67,1.12,15.08,0.14,0.42,10.89
NPL,2000,2,-0.21,-0.04,-0.48,0.12,31.64,0.25,-0.51,17.01,-1.64,-1.64,6860.0,-0.36,-0.64,7.2,0.18,0.43,12.53,0.09,0.59,11.39
NWP,2000,2,0.19,-0.23,-0.77,-1.96,19.11,0.63,0.82,35.77,0.32,0.32,6968.78,-0.55,-0.75,6.21,0.33,-0.49,8.01,0.09,-0.19,9.61
SEA,2000,2,0.62,1.14,0.13,2.56,27.44,0.22,-0.66,56.27,1.83,1.83,7091.94,-0.43,-1.64,5.18,0.47,0.8,12.07,0.64,0.91,12.65
SPL,2000,2,0.65,1.26,0.0,1.93,46.05,0.48,-0.23,34.63,2.0,2.0,7197.22,-0.4,-1.75,4.49,0.63,1.33,14.03,0.37,0.69,11.55
